id,display,category,threat,tier_hint,habitat,tameable,source_file,description_short
vis_beast_red_leopard_beast,红狸兽（外貌·战斗视觉）,lingshou,3,,,True,bestiary_v118.json,【外貌·兽】红狸兽。体态：依名「红狸兽」：敏捷、嗅觉超常。 的具象化体态，比例略大于凡兽。行动：警觉游走，受惊爆起。气场特效：低阶灵光或妖气；元素倾向 wood
vis_beast_fire_horn_deer,炙角鹿（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】炙角鹿。体态：依名「炙角鹿」：火红独角。 的具象化体态，比例略大于凡兽。行动：警觉游走，受惊爆起。气场特效：低阶灵光或妖气；元素倾向 fire。原摘
vis_beast_wind_screech_hawk,风啸鹰（外貌·战斗视觉）,lingshou,3,,,True,bestiary_v118.json,【外貌·兽】风啸鹰。体态：翼展夸张，羽有金属或火焰光泽。行动：盘旋俯冲。气场特效：风火或圣辉；元素倾向 wind。原摘要：驯养放哨侦察。。战法：风刃俯冲。栖息：
vis_beast_scent_spirit_beast,嗅灵兽（外貌·战斗视觉）,lingshou,3,,,True,bestiary_v118.json,【外貌·兽】嗅灵兽。体态：依名「嗅灵兽」：查违禁物品。 的具象化体态，比例略大于凡兽。行动：警觉游走，受惊爆起。气场特效：低阶灵光或妖气；元素倾向 neutra
vis_beast_giant_centipede,巨型蜈蚣（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】巨型蜈蚣。体态：节肢或蜿体，甲壳/鳞粉/复眼细节清晰。行动：贴地或短飞，轨迹诡异。气场特效：毒雾或丝线反光；元素倾向 poison。原摘要：黑色甲壳
vis_beast_ink_flood_dragon,墨蛟（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】墨蛟。体态：修长蜿体，鳞片层叠反光，四爪或无爪视阶，须眉杀气。行动：水/云中折行，尾扫成浪。气场特效：水压或雷火环绕；元素倾向 water。原摘要：
vis_beast_heart_bore_worm,钻心虫（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】钻心虫。体态：节肢或蜿体，甲壳/鳞粉/复眼细节清晰。行动：贴地或短飞，轨迹诡异。气场特效：毒雾或丝线反光；元素倾向 yin。原摘要：沿血脉钻心。。战
vis_beast_fire_crow,火鸦（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】火鸦。体态：翼展夸张，羽有金属或火焰光泽。行动：盘旋俯冲。气场特效：风火或圣辉；元素倾向 fire。原摘要：火属性远程。。战法：火属性远程。。栖息：
vis_beast_green_vine_demon,青木妖藤（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】青木妖藤。体态：依名「青木妖藤」：束缚毒回血。 的具象化体态，比例略大于凡兽。行动：警觉游走，受惊爆起。气场特效：低阶灵光或妖气；元素倾向 wood
vis_beast_mystic_water_turtle,玄水龟（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】玄水龟。体态：巨甲如丘，纹路如阵。行动：迟重，缩首时甲合。气场特效：水波护体；元素倾向 water。原摘要：高防水系控制。。战法：高防水系控制。。栖
vis_beast_thunder_horn_tiger,雷角虎（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】雷角虎。体态：大型猫科骨架，肩肌贲起，目如灯。行动：箭步无声，扑杀带风。气场特效：兽王压感；元素倾向 thunder。原摘要：冲锋雷击。。战法：冲锋
vis_beast_demon_core_bear,妖丹熊（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】妖丹熊。体态：依名「妖丹熊」：结丹初，体内结妖丹。 的具象化体态，比例略大于凡兽。行动：警觉游走，受惊爆起。气场特效：低阶灵光或妖气；元素倾向 ea
vis_beast_baby_carp_demon,婴鲤兽（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】婴鲤兽。体态：依名「婴鲤兽」：娃娃脸鱼尾，水罡神雷。 的具象化体态，比例略大于凡兽。行动：警觉游走，受惊爆起。气场特效：低阶灵光或妖气；元素倾向 w
vis_beast_ice_soul_serpent,冰魄蛇（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】冰魄蛇。体态：节肢或蜿体，甲壳/鳞粉/复眼细节清晰。行动：贴地或短飞，轨迹诡异。气场特效：毒雾或丝线反光；元素倾向 ice。原摘要：冰冻毒。。战法：
vis_beast_spirit_fox,灵狐（外貌·战斗视觉）,lingshou,3,,,True,bestiary_v118.json,【外貌·兽】灵狐。体态：狐形修美，尾数可见，毛尖灵光。行动：似幻似真的踱步。气场特效：迷雾与叠影；元素倾向 illusion。原摘要：幻术闪避可驯服。。战法：幻
vis_beast_shape_shift_trial_beast,化形试炼兽（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】化形试炼兽。体态：依名「化形试炼兽」：七级渡劫化形模板。 的具象化体态，比例略大于凡兽。行动：警觉游走，受惊爆起。气场特效：低阶灵光或妖气；元素倾向
vis_beast_thunder_jiao,雷劫蛟（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】雷劫蛟。体态：修长蜿体，鳞片层叠反光，四爪或无爪视阶，须眉杀气。行动：水/云中折行，尾扫成浪。气场特效：水压或雷火环绕；元素倾向 thunder。原
vis_beast_silver_wing_yaksha,银翅夜叉（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】银翅夜叉。体态：依名「银翅夜叉」：炼尸/妖 hybrid，风土遁幻术。 的具象化体态，比例略大于凡兽。行动：警觉游走，受惊爆起。气场特效：低阶灵光或
vis_beast_wind_split_beast,裂风兽（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】裂风兽。体态：依名「裂风兽」：妖王级，学人族技术。 的具象化体态，比例略大于凡兽。行动：警觉游走，受惊爆起。气场特效：低阶灵光或妖气；元素倾向 wi
vis_beast_earth_armor_dragon,土甲龙（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】土甲龙。体态：修长蜿体，鳞片层叠反光，四爪或无爪视阶，须眉杀气。行动：水/云中折行，尾扫成浪。气场特效：水压或雷火环绕；元素倾向 earth。原摘要
vis_beast_fire_jiao_adult,离火蛟（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】离火蛟。体态：修长蜿体，鳞片层叠反光，四爪或无爪视阶，须眉杀气。行动：水/云中折行，尾扫成浪。气场特效：水压或雷火环绕；元素倾向 fire。原摘要：
vis_beast_suanni_beast,狻猊兽（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】狻猊兽。体态：依名「狻猊兽」：上古兽形。 的具象化体态，比例略大于凡兽。行动：警觉游走，受惊爆起。气场特效：低阶灵光或妖气；元素倾向 fire。原摘
vis_beast_four_ear_gold_ape,四耳金猿（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】四耳金猿。体态：长臂金毛或巨猿，面有智光。行动：荡跃砸地。气场特效：力场震尘；元素倾向 metal。原摘要：金黄巨猴凶恶。。战法：金黄巨猴凶恶。。栖
vis_beast_gold_body_moon_corpse,金身月尸（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】金身月尸。体态：干尸或金身皮相，关节反常。行动：瞬步金遁式滑移。气场特效：阴风与尸臭光粒；元素倾向 metal。原摘要：人界顶阶炼尸，金遁。。战法：
vis_beast_six_wing_frost_centipede,六翼霜蚣（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】六翼霜蚣。体态：节肢或蜿体，甲壳/鳞粉/复眼细节清晰。行动：贴地或短飞，轨迹诡异。气场特效：毒雾或丝线反光；元素倾向 ice。原摘要：冰龙血统灵虫。
vis_beast_leopard_qilin_beast,豹麟兽（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】豹麟兽。体态：大型猫科骨架，肩肌贲起，目如灯。行动：箭步无声，扑杀带风。气场特效：兽王压感；元素倾向 mixed。原摘要：麒麟血脉，元婴实力幼体。。
vis_beast_mirage_sand_beast,蜃兽（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】蜃兽。体态：依名「蜃兽」：双蛇首蛙身，幻化。 的具象化体态，比例略大于凡兽。行动：警觉游走，受惊爆起。气场特效：低阶灵光或妖气；元素倾向 illus
vis_beast_sky_tiger_beast,天虎兽（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】天虎兽。体态：大型猫科骨架，肩肌贲起，目如灯。行动：箭步无声，扑杀带风。气场特效：兽王压感；元素倾向 earth_wind。原摘要：土风法术瞬移。。
vis_beast_holy_peacock,圣禽（青孔雀）（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】圣禽（青孔雀）。体态：翼展夸张，羽有金属或火焰光泽。行动：盘旋俯冲。气场特效：风火或圣辉；元素倾向 fire。原摘要：慕兰供奉，妖火。。战法：慕兰供
vis_beast_soul_weep_beast,泣魂兽（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】泣魂兽。体态：依名「泣魂兽」：冥河阴兽，啼哭可乱人心神，常伴尸气。 的具象化体态，比例略大于凡兽。行动：警觉游走，受惊爆起。气场特效：低阶灵光或妖气
vis_beast_phantom_flame_moth,幻焰蛾（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】幻焰蛾。体态：节肢或蜿体，甲壳/鳞粉/复眼细节清晰。行动：贴地或短飞，轨迹诡异。气场特效：毒雾或丝线反光；元素倾向 fire。原摘要：堕魔谷群居妖蛾
vis_beast_gold_devour_beetle,噬金虫（外貌·战斗视觉）,lingshou,3,,,True,bestiary_v118.json,【外貌·兽】噬金虫。体态：节肢或蜿体，甲壳/鳞粉/复眼细节清晰。行动：贴地或短飞，轨迹诡异。气场特效：毒雾或丝线反光；元素倾向 metal。原摘要：啃噬五金法宝
vis_beast_soul_weeping_beast,啼魂兽（外貌·战斗视觉）,lingshou,3,,,True,bestiary_v118.json,【外貌·兽】啼魂兽。体态：依名「啼魂兽」：尖啸伤魂，对鬼物克制极强。 的具象化体态，比例略大于凡兽。行动：警觉游走，受惊爆起。气场特效：低阶灵光或妖气；元素倾向
vis_beast_mountain_giant_ape,山岳巨猿（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】山岳巨猿。体态：长臂金毛或巨猿，面有智光。行动：荡跃砸地。气场特效：力场震尘；元素倾向 earth。原摘要：力大无穷，可化形前兆。。战法：力大无穷，
vis_beast_blood_jiao,血蛟（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】血蛟。体态：修长蜿体，鳞片层叠反光，四爪或无爪视阶，须眉杀气。行动：水/云中折行，尾扫成浪。气场特效：水压或雷火环绕；元素倾向 water。原摘要：
vis_beast_three_tailed_fox,三尾妖狐（外貌·战斗视觉）,lingshou,3,,,True,bestiary_v118.json,【外貌·兽】三尾妖狐。体态：狐形修美，尾数可见，毛尖灵光。行动：似幻似真的踱步。气场特效：迷雾与叠影；元素倾向 illusion。原摘要：擅幻术，灵狐一脉。。战
vis_beast_iron_lion_beast,铁甲狮兽（外貌·战斗视觉）,lingshou,3,,,True,bestiary_v118.json,【外貌·兽】铁甲狮兽。体态：大型猫科骨架，肩肌贲起，目如灯。行动：箭步无声，扑杀带风。气场特效：兽王压感；元素倾向 metal。原摘要：体修型妖兽，皮糙肉厚。。
vis_beast_cloud_silk_spider,云丝蛛（外貌·战斗视觉）,lingshou,3,,,True,bestiary_v118.json,【外貌·兽】云丝蛛。体态：节肢或蜿体，甲壳/鳞粉/复眼细节清晰。行动：贴地或短飞，轨迹诡异。气场特效：毒雾或丝线反光；元素倾向 wood。原摘要：吐丝缚敌，可炼
vis_beast_flame_salamander,火蜥兽（外貌·战斗视觉）,lingshou,3,,,True,bestiary_v118.json,【外貌·兽】火蜥兽。体态：依名「火蜥兽」：火系低阶妖兽，内丹可入药。 的具象化体态，比例略大于凡兽。行动：警觉游走，受惊爆起。气场特效：低阶灵光或妖气；元素倾向
vis_beast_ice_phoenix_chick,冰凤幼禽（外貌·战斗视觉）,lingshou,3,,,True,bestiary_v118.json,【外貌·兽】冰凤幼禽。体态：翼展夸张，羽有金属或火焰光泽。行动：盘旋俯冲。气场特效：风火或圣辉；元素倾向 ice。原摘要：灵界珍禽幼体，极难驯服。。战法：灵界珍
vis_beast_void_mantis,虚空螳螂（外貌·战斗视觉）,yaoshou,3,,,False,bestiary_v118.json,【外貌·兽】虚空螳螂。体态：依名「虚空螳螂」：灵界虫族，前肢如刃。 的具象化体态，比例略大于凡兽。行动：警觉游走，受惊爆起。气场特效：低阶灵光或妖气；元素倾向 
vis_npc_huangfeng_valley_sect_master,黄枫谷·掌门/代掌（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】黄枫谷·掌门/代掌。域：tiannan。职司：sect_master。外貌：华发或冠冕，袍制最尊，气机深海般压人，眉眼少喜怒；袍色正，气息清。装
vis_npc_huangfeng_valley_great_elder,黄枫谷·大长老（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】黄枫谷·大长老。域：tiannan。职司：great_elder。外貌：面相严肃，鬓霜，站姿如松；袍色正，气息清。装备：执法令牌、简朴但高阶护符
vis_npc_huangfeng_valley_alchemy_elder,黄枫谷·丹堂执事（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】黄枫谷·丹堂执事。域：tiannan。职司：alchemy_elder。外貌：常带丹香与火燎气，指尖有药渍；袍色正，气息清。装备：丹炉微缩、火折
vis_npc_huangfeng_valley_outer_deacon,黄枫谷·外门执事（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】黄枫谷·外门执事。域：tiannan。职司：outer_deacon。外貌：青袍利落，表情势利或公事公办；袍色正，气息清。装备：名册、外门令、低
vis_npc_huangfeng_valley_patrol_captain,黄枫谷·巡卫队长（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】黄枫谷·巡卫队长。域：tiannan。职司：patrol_captain。外貌：甲片或劲装，目光扫人如刀；袍色正，气息清。装备：制式兵刃、拘灵索
vis_npc_yanyue_sect_sect_master,掩月宗·掌门/代掌（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】掩月宗·掌门/代掌。域：tiannan。职司：sect_master。外貌：华发或冠冕，袍制最尊，气机深海般压人，眉眼少喜怒；袍色正，气息清。装
vis_npc_yanyue_sect_great_elder,掩月宗·大长老（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】掩月宗·大长老。域：tiannan。职司：great_elder。外貌：面相严肃，鬓霜，站姿如松；袍色正，气息清。装备：执法令牌、简朴但高阶护符
vis_npc_yanyue_sect_alchemy_elder,掩月宗·丹堂执事（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】掩月宗·丹堂执事。域：tiannan。职司：alchemy_elder。外貌：常带丹香与火燎气，指尖有药渍；袍色正，气息清。装备：丹炉微缩、火折
vis_npc_yanyue_sect_outer_deacon,掩月宗·外门执事（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】掩月宗·外门执事。域：tiannan。职司：outer_deacon。外貌：青袍利落，表情势利或公事公办；袍色正，气息清。装备：名册、外门令、低
vis_npc_yanyue_sect_patrol_captain,掩月宗·巡卫队长（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】掩月宗·巡卫队长。域：tiannan。职司：patrol_captain。外貌：甲片或劲装，目光扫人如刀；袍色正，气息清。装备：制式兵刃、拘灵索
vis_npc_spirit_beast_mountain_sect_master,灵兽山·掌门/代掌（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】灵兽山·掌门/代掌。域：tiannan。职司：sect_master。外貌：华发或冠冕，袍制最尊，气机深海般压人，眉眼少喜怒；袍色正，气息清。装
vis_npc_spirit_beast_mountain_great_elder,灵兽山·大长老（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】灵兽山·大长老。域：tiannan。职司：great_elder。外貌：面相严肃，鬓霜，站姿如松；袍色正，气息清。装备：执法令牌、简朴但高阶护符
vis_npc_spirit_beast_mountain_alchemy_elder,灵兽山·丹堂执事（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】灵兽山·丹堂执事。域：tiannan。职司：alchemy_elder。外貌：常带丹香与火燎气，指尖有药渍；袍色正，气息清。装备：丹炉微缩、火折
vis_npc_spirit_beast_mountain_outer_deacon,灵兽山·外门执事（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】灵兽山·外门执事。域：tiannan。职司：outer_deacon。外貌：青袍利落，表情势利或公事公办；袍色正，气息清。装备：名册、外门令、低
vis_npc_spirit_beast_mountain_patrol_captain,灵兽山·巡卫队长（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】灵兽山·巡卫队长。域：tiannan。职司：patrol_captain。外貌：甲片或劲装，目光扫人如刀；袍色正，气息清。装备：制式兵刃、拘灵索
vis_npc_qingxu_gate_sect_master,清虚门·掌门/代掌（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】清虚门·掌门/代掌。域：tiannan。职司：sect_master。外貌：华发或冠冕，袍制最尊，气机深海般压人，眉眼少喜怒；袍色正，气息清。装
vis_npc_qingxu_gate_great_elder,清虚门·大长老（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】清虚门·大长老。域：tiannan。职司：great_elder。外貌：面相严肃，鬓霜，站姿如松；袍色正，气息清。装备：执法令牌、简朴但高阶护符
vis_npc_qingxu_gate_alchemy_elder,清虚门·丹堂执事（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】清虚门·丹堂执事。域：tiannan。职司：alchemy_elder。外貌：常带丹香与火燎气，指尖有药渍；袍色正，气息清。装备：丹炉微缩、火折
vis_npc_qingxu_gate_outer_deacon,清虚门·外门执事（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】清虚门·外门执事。域：tiannan。职司：outer_deacon。外貌：青袍利落，表情势利或公事公办；袍色正，气息清。装备：名册、外门令、低
vis_npc_qingxu_gate_patrol_captain,清虚门·巡卫队长（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】清虚门·巡卫队长。域：tiannan。职司：patrol_captain。外貌：甲片或劲装，目光扫人如刀；袍色正，气息清。装备：制式兵刃、拘灵索
vis_npc_huadao_wu_sect_master,化刀坞·掌门/代掌（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】化刀坞·掌门/代掌。域：tiannan。职司：sect_master。外貌：华发或冠冕，袍制最尊，气机深海般压人，眉眼少喜怒；袍色正，气息清。装
vis_npc_huadao_wu_great_elder,化刀坞·大长老（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】化刀坞·大长老。域：tiannan。职司：great_elder。外貌：面相严肃，鬓霜，站姿如松；袍色正，气息清。装备：执法令牌、简朴但高阶护符
vis_npc_huadao_wu_alchemy_elder,化刀坞·丹堂执事（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】化刀坞·丹堂执事。域：tiannan。职司：alchemy_elder。外貌：常带丹香与火燎气，指尖有药渍；袍色正，气息清。装备：丹炉微缩、火折
vis_npc_huadao_wu_outer_deacon,化刀坞·外门执事（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】化刀坞·外门执事。域：tiannan。职司：outer_deacon。外貌：青袍利落，表情势利或公事公办；袍色正，气息清。装备：名册、外门令、低
vis_npc_huadao_wu_patrol_captain,化刀坞·巡卫队长（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】化刀坞·巡卫队长。域：tiannan。职司：patrol_captain。外貌：甲片或劲装，目光扫人如刀；袍色正，气息清。装备：制式兵刃、拘灵索
vis_npc_tianque_fort_sect_master,天阙堡·掌门/代掌（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】天阙堡·掌门/代掌。域：tiannan。职司：sect_master。外貌：华发或冠冕，袍制最尊，气机深海般压人，眉眼少喜怒；袍色正，气息清。装
vis_npc_tianque_fort_great_elder,天阙堡·大长老（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】天阙堡·大长老。域：tiannan。职司：great_elder。外貌：面相严肃，鬓霜，站姿如松；袍色正，气息清。装备：执法令牌、简朴但高阶护符
vis_npc_tianque_fort_alchemy_elder,天阙堡·丹堂执事（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】天阙堡·丹堂执事。域：tiannan。职司：alchemy_elder。外貌：常带丹香与火燎气，指尖有药渍；袍色正，气息清。装备：丹炉微缩、火折
vis_npc_tianque_fort_outer_deacon,天阙堡·外门执事（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】天阙堡·外门执事。域：tiannan。职司：outer_deacon。外貌：青袍利落，表情势利或公事公办；袍色正，气息清。装备：名册、外门令、低
vis_npc_tianque_fort_patrol_captain,天阙堡·巡卫队长（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】天阙堡·巡卫队长。域：tiannan。职司：patrol_captain。外貌：甲片或劲装，目光扫人如刀；袍色正，气息清。装备：制式兵刃、拘灵索
vis_npc_giant_sword_gate_sect_master,巨剑门·掌门/代掌（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】巨剑门·掌门/代掌。域：tiannan。职司：sect_master。外貌：华发或冠冕，袍制最尊，气机深海般压人，眉眼少喜怒；袍色正，气息清。装
vis_npc_giant_sword_gate_great_elder,巨剑门·大长老（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】巨剑门·大长老。域：tiannan。职司：great_elder。外貌：面相严肃，鬓霜，站姿如松；袍色正，气息清。装备：执法令牌、简朴但高阶护符
vis_npc_giant_sword_gate_alchemy_elder,巨剑门·丹堂执事（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】巨剑门·丹堂执事。域：tiannan。职司：alchemy_elder。外貌：常带丹香与火燎气，指尖有药渍；袍色正，气息清。装备：丹炉微缩、火折
vis_npc_giant_sword_gate_outer_deacon,巨剑门·外门执事（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】巨剑门·外门执事。域：tiannan。职司：outer_deacon。外貌：青袍利落，表情势利或公事公办；袍色正，气息清。装备：名册、外门令、低
vis_npc_giant_sword_gate_patrol_captain,巨剑门·巡卫队长（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】巨剑门·巡卫队长。域：tiannan。职司：patrol_captain。外貌：甲片或劲装，目光扫人如刀；袍色正，气息清。装备：制式兵刃、拘灵索
vis_npc_qixuan_men_sect_master,七玄门·掌门/代掌（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】七玄门·掌门/代掌。域：tiannan。职司：sect_master。外貌：华发或冠冕，袍制最尊，气机深海般压人，眉眼少喜怒。装备：本命法宝常收
vis_npc_qixuan_men_great_elder,七玄门·大长老（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】七玄门·大长老。域：tiannan。职司：great_elder。外貌：面相严肃，鬓霜，站姿如松。装备：执法令牌、简朴但高阶护符。立场：neut
vis_npc_qixuan_men_alchemy_elder,七玄门·丹堂执事（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】七玄门·丹堂执事。域：tiannan。职司：alchemy_elder。外貌：常带丹香与火燎气，指尖有药渍。装备：丹炉微缩、火折、鉴丹镜。立场：
vis_npc_qixuan_men_outer_deacon,七玄门·外门执事（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】七玄门·外门执事。域：tiannan。职司：outer_deacon。外貌：青袍利落，表情势利或公事公办。装备：名册、外门令、低阶飞剑。立场：n
vis_npc_qixuan_men_patrol_captain,七玄门·巡卫队长（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】七玄门·巡卫队长。域：tiannan。职司：patrol_captain。外貌：甲片或劲装，目光扫人如刀。装备：制式兵刃、拘灵索、声望令。立场：
vis_npc_ghost_spirit_gate_sect_master,鬼灵门·掌门/代掌（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】鬼灵门·掌门/代掌。域：tiannan。职司：sect_master。外貌：华发或冠冕，袍制最尊，气机深海般压人，眉眼少喜怒；袍色偏黑紫，神采阴
vis_npc_ghost_spirit_gate_great_elder,鬼灵门·大长老（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】鬼灵门·大长老。域：tiannan。职司：great_elder。外貌：面相严肃，鬓霜，站姿如松；袍色偏黑紫，神采阴锐。装备：执法令牌、简朴但高
vis_npc_ghost_spirit_gate_alchemy_elder,鬼灵门·丹堂执事（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】鬼灵门·丹堂执事。域：tiannan。职司：alchemy_elder。外貌：常带丹香与火燎气，指尖有药渍；袍色偏黑紫，神采阴锐。装备：丹炉微缩
vis_npc_ghost_spirit_gate_outer_deacon,鬼灵门·外门执事（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】鬼灵门·外门执事。域：tiannan。职司：outer_deacon。外貌：青袍利落，表情势利或公事公办；袍色偏黑紫，神采阴锐。装备：名册、外门
vis_npc_ghost_spirit_gate_patrol_captain,鬼灵门·巡卫队长（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】鬼灵门·巡卫队长。域：tiannan。职司：patrol_captain。外貌：甲片或劲装，目光扫人如刀；袍色偏黑紫，神采阴锐。装备：制式兵刃、
vis_npc_hehuan_sect_sect_master,合欢宗·掌门/代掌（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】合欢宗·掌门/代掌。域：tiannan。职司：sect_master。外貌：华发或冠冕，袍制最尊，气机深海般压人，眉眼少喜怒；袍色偏黑紫，神采阴
vis_npc_hehuan_sect_great_elder,合欢宗·大长老（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】合欢宗·大长老。域：tiannan。职司：great_elder。外貌：面相严肃，鬓霜，站姿如松；袍色偏黑紫，神采阴锐。装备：执法令牌、简朴但高
vis_npc_hehuan_sect_alchemy_elder,合欢宗·丹堂执事（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】合欢宗·丹堂执事。域：tiannan。职司：alchemy_elder。外貌：常带丹香与火燎气，指尖有药渍；袍色偏黑紫，神采阴锐。装备：丹炉微缩
vis_npc_hehuan_sect_outer_deacon,合欢宗·外门执事（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】合欢宗·外门执事。域：tiannan。职司：outer_deacon。外貌：青袍利落，表情势利或公事公办；袍色偏黑紫，神采阴锐。装备：名册、外门
vis_npc_hehuan_sect_patrol_captain,合欢宗·巡卫队长（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】合欢宗·巡卫队长。域：tiannan。职司：patrol_captain。外貌：甲片或劲装，目光扫人如刀；袍色偏黑紫，神采阴锐。装备：制式兵刃、
vis_npc_moyan_gate_sect_master,魔焰门·掌门/代掌（外貌）,humanoid_other,2,,,,bestiary_v118.json,【外貌·NPC】魔焰门·掌门/代掌。域：tiannan。职司：sect_master。外貌：华发或冠冕，袍制最尊，气机深海般压人，眉眼少喜怒；袍色偏黑紫，神采阴
